"'美政府打压 7家中企将被踢出明晟MSCI部分指数', '原标题：美政府打压，7家中企将被踢出明晟MSCI部分指数（观察者网讯）当地时间12月15日，国际指数编制公司MSCI（下称：明晟MSCI）宣布，在1月5日股市收盘后，将把七家中国公司的股票从其全球可投资市场指数中剔除。受影响的中企包括海康威视、中芯国际等公司。但明晟MSCI在声明中表示，不会剔除上述企业的子公司或关联企业的股票，并将推出几个包含这些受影响中资企业股票的新版本指数。11月12日，美国总统特朗普违背市场原则、蛮横打压中企，下令禁止美国投资者投资所谓“与中国军方有关联”的企业。明晟MSCI则是继标普道琼斯指数、富时罗素后，第三家采取类似措施的全球主要指数发行商。明晟MSCI15日发布声明在15日的一份声明中，明晟MSCI表示，在与全球投资界进行了广泛接触后，将把特朗普11月12日行政命令中提到的中国公司的股票，从其全球可投资市场指数（Global Investable Market Indexes）中剔除。该行政令旨在阻止美国投资公司、养老基金和其他机构买卖由中国军方“拥有或控制”的中企的股票，包括中国电信、中国移动、海康威视等31家中企都将受此禁令影响，他们今年早些时候曾被美国国防部认定为“受中国军方支持”。声明写道，基于对来自美国和其他地区的100多名市场参与者的反馈信息，明晟MSCI认定特朗普的行政禁令可能会对全球投资者的投资过程产生重大影响，并将严重挑战受影响证券的可投资性。明晟MSCI还指出，即便美国以外实体可能不受行政令约束，但许多人担心“在其金融中介链中的广泛存在的美国实体，诸如商业银行、证券经销商等，将会极大地限制他们在受影响证券上进行交易的能力”。因此，明晟MSCI决定，将在将从1月5日股市收盘后剔除7家中国公司的股票，未来还可能根据美国官方对控制清单的进一步更新，剔除其他个股。受影响的7家公司分别为：中芯国际（SMIC）、中国交建（CCCC）、中国东方红卫星、中国铁建（CRCC）、中国中车（CRRC）、海康威视，以及曙光资讯。值得注意的是，明晟MSCI特别补充道，该公司不会剔除行政令中被点名企业的子公司或关联企业的股票，且推出几个包含这些受影响中资企业股票的新版本指数。有投资者15日告诉路透社，明晟MSCI有意推出保留这些中企股票的新指数，“可能是有用的”，但这将取决于此类产品被作为基准的范围有多大。全球资金流动具有举足轻重的影响的三大指数提供商之一，明晟MSCI曾认可中国经济的发展开放程度。2018年5月，MSCI公布了半年度指数成分股调整结果，234只A股被纳入MSCI指数体系，且纳入因子将逐步提高。2019年3月，MSCI首席执行官费尔南德斯（Henry Fernandez）还指出，中国的对外开放速度比想象的要快。然而特朗普政府违背市场原则，无端打压中企，明晟MSCI也不堪压力。明晟MSCI是继标普道琼斯指数、富时罗素后，第三家在特朗普颁布行政令后，采取类似措施的全球主要指数发行商。12月4日，富时罗素表示，将8家中国公司从富时全球股票指数系列和其他几个指数中删除，该决定将于12月21日生效；12月9日，标普道琼斯指数公布了一份中国公司的清单，这些公司的股票证券将在12月21日开盘前将被从相关指数剔除，而固定收益证券则要求于2021年1月1日开盘前从相关指数剔除。对于美方禁止美国投资者对部分中企进行投资一事，我国商务部新闻发言人11月16日回应表示，美方罔顾事实，认定中国有关企业为军方控制企业，既缺乏依据，也不符合法理，中方对此坚决反对。美方一再泛化国家安全概念，滥用国家力量，打压特定中国企业，严重违背美方一贯标榜的市场竞争原则和国际经贸规则。"
"'墨西哥限制美国特工在境内活动 取消其豁免权', '原标题：“限制美国特工在境内活动，取消其豁免权”作者| 汪晓宇▲墨西哥总统洛佩斯向国旗敬礼（美联社）据美联社15日报道，墨西哥众议院以绝对多数通过了一份关于修改《国家安全法》的提案，要求限制外国特工人员在墨西哥的活动范围，并取消其外交豁免权。据悉，墨西哥在反毒品斗争中与美国长期合作，90%的信息由美国缉毒局提供给墨方。报道称，墨西哥众议院以329票支持、98票反对、40票弃权通过了该法案，并提交墨西哥总统洛佩斯签署。该法案此前由总统洛佩斯提出，并经参议院批准。该法案要求所有在墨西哥的外国特工应通过外交部向墨西哥政府通报收集到的全部信息，并每月向外交部和公共安全部提交详述其在境内活动的书面报告。此外，墨西哥政府还取消了外国特工的外交豁免权。据称，该法案旨在规范在墨特工人员的行为，填补相关法律空白。据多家外媒报道，此前美国在未提前知会墨西哥政府的情况下，逮捕墨西哥前国防部长萨尔瓦多·西恩富戈斯。墨西哥总统洛佩斯在8日的新闻发布会上表示，此举并非是针对美国逮捕行动的反击。"
"'可熔化敌军雷达？美军正为战机研发新型微波""射线枪""', '原标题：可熔化敌军雷达？英媒：美军正为战机研发新型微波“射线枪” 来源：参考军事参考消息网12月16日报道 英国《泰晤士报》网站12月15日发表了题为《五角大楼评估微波“射线枪”》的报道称，五角大楼的秘密计划显示，美国军方正在研究一种能够熔化敌方雷达和传感器的微波“射线枪”，想看它能否部署在战斗机上。全文摘编如下：该计划仍处于研究阶段，但它的存在表明，美军方领导人正在寻求用更加奇异的方式来摧毁敌人的防御系统。在近年来的试飞中，美空军B-52H战略轰炸机挂载的巡航导弹上装备了高能微波“弹头”（CHAMP，又称“反电子高功率微波导弹”，已于2019年5月正式列装美空军，本网注），射程达1127公里，可成功“烧毁”地面上的电子目标。现在，五角大楼的主要研究机构“国防部高级研究项目局”（DARPA）正在实施一项为战斗机安装微波武器的计划。该局的一名发言人说：“目前正在积极研究战斗机的（微波）电子战能力，但这项工作涉及消灭敌方雷达/传感器。这是保密的，不便讨论。”美“国际战略研究所”的航空航天专家道格拉斯·巴里说：“不仅在美国，英国和俄罗斯也在机载微波武器方面进行大量研究工作，但这些工作都是保密的。”微波武器是军事研究的热门领域，美国国防企业雷神公司开发了一种新型高功率武器系统，用于摧毁无人机和无人机群。雷神公司的相关负责人米丝蒂·霍姆斯说，微波操作员“把一道弧形能量束聚焦在无人机上，能量束能释放出短促的高功率电磁脉冲，能烧毁无人机的电子设备，具备同时击落多架无人机的能力”。她说，这是一套静音攻击系统，“没有火焰，没有爆炸，只能看到无人机从空中坠落的结果”。这种微波武器的测试已取得成功，但尚未部署。20世纪70年代，苏联被指对美国外交官使用微波武器。美国驻古巴的外交官也在2016年提出过类似指控。"
"'伊朗总统：拜登当选不感到高兴 但很高兴特朗普离任', '原标题：伊朗总统鲁哈尼：对拜登当选不感到高兴，但很高兴特朗普将离任（观察者网讯）据阿拉伯新闻（Arab News）12月16日报道，周三，伊朗总统哈桑·鲁哈尼在对内阁的电视讲话中表示，他很高兴美国总统唐纳德·特朗普即将离任，称他是“最无法无天的美国总统”和“恐怖分子”。鲁哈尼说：“我们对拜登先生的到来并不感到非常高兴，但我们对特朗普的离开感到高兴。”当地时间12月14日，美国选举人团共538位选举人，按照各州选举结果投下了选举人票。据美联社、美国有线电视新闻网（CNN）等美媒消息，目前，民主党总统候选人拜登已获得超过入主白宫所需的270张选举人票，这一结果表明，拜登将正式成为美国第46任总统。"
"'印尼向公众提供新冠疫苗 总统：我将第一个接种', '原标题：印尼向公众提供新冠疫苗 总统：我将第一个接种海外网12月16日电印度尼西亚总统秘书处16日发表声明称，印尼总统佐科·维多多决定向公众提供新冠疫苗，并表示自己将第一个接种，以示疫苗的安全性。据美国消费者新闻与商业频道（CNBC）报道，印尼各个政府部门、地方政府将在2021年优先开展疫苗接种计划。据此前报道，印尼6日收到首批来自中国的120万剂新冠疫苗，待监管部门批准，另外，印尼还订购了辉瑞、莫德纳等五家制药公司的新冠疫苗。印尼计划先让18岁至59岁的年轻劳动人口接种疫苗，其中抗疫一线工作者将是首批接种者，包括医务人员、警察和军人。（海外网 汪晓宇）"
"'美参院共和党领袖警告：莫再纠缠选举人团投票结果', '原标题：美参院共和党领袖警告共和党人：莫再纠缠选举人团投票结果美国国会参议院多数党领袖、共和党人麦康奈尔当地时间12月15日祝贺民主党总统候选人拜登当选下一届美国总统，并在当天参议院共和党党团会议上警告共和党人不要继续攻击选举人团结果。据美联社和美国政治新闻网站Politico 15日报道，知情人士透露称，麦康奈尔当天在参议院共和党党团会议上警告共和党人在2021年1月6日不要在国会确认选举人团投票结果时投下反对票。他强调，那对共和党来说将是一场“可怕的投票”，每位共和党议员届时不得不在支持和反对特朗普中做出选择，而支持的斗争没有胜算，因为反对行为将受到民主党控制的众议院制约。西弗吉尼亚州共和党参议员谢莉·卡皮托（Shelley Capito）表示，没有人当场对麦康奈尔的发言表示反对。麦康奈尔的警告发生在其祝贺拜登当选美国总统之后。当天早些时候，麦康奈尔在参议院发表讲话，祝贺拜登当选美国总统，并称选举人团已经确认了这一结果。然而，一些共和党议员仍表示将在1月6日对选举人团投票结果提出异议。阿拉巴马州共和党众议员莫·布鲁克斯（Mo Brooks）当天表示，他将在1月6日反对选举人团投票结果，有“两位数”的共和党众议员声明支持他，但还没有共和党参议员参与其中。他还称麦康奈尔不是问题的关键，关键是美国选民，他声称麦康奈尔的警告是“假新闻”。当地时间12月14日，美国各州选举人团已经结束投票，拜登以306票获胜。1月6日，美国国会将举行参众两院联席会议，清点选举人团结果。在计票员宣读某个州的认证结果后，如有异议需以书面形式提出，并需参众两院各一名议员签署方有效。假使发生这种情况，联席会议立即暂停点票，之后参众两院将分别就反对意见进行审议并投票。"
"'旧金山开始接种疫苗 华裔男护士为接种者打下第一针', '原标题：美国旧金山开始接种新冠疫苗 华裔男护士为接种者打下第一针海外网12月16日电美国加利福尼亚州旧金山市于当地时间15日开始新冠疫苗接种工作，当地一家医院的医生成为第一名接种者，而为他注射的是一名华裔男护士陈凯仕（音译）。据《旧金山纪事报》、美国《世界日报》报道，旧金山综合医院（San Francisco General Hospital）的5名一线医护人员在当天接种了新冠疫苗，安东尼奥·戈麦斯医生是第一名接种的医护人员，陈为他进行了注射。当被问及他何时能接种时，陈说还不知道。报道称，陈凯仕从事医护服务已有7年，在旧金山综合医院工作了大约2年。他接受采访时表示，自己非常幸运，能够成为当天参与见证这个历史性一刻的团队成员之一。加州目前新冠疫情形势严峻。州长加文·纽森当地时间15日表示，加州正在经历迄今为止“最严重的”新冠肺炎疫情，该州已订购了5000多个裹尸袋，并准备了数十辆冷藏卡车待命。纽森15日称，该州当天报告了3226例新冠肺炎病例，处于“历史最高”病例水平。此外，其14天的平均新冠阳性率为10.7%，也是疫情暴发以来的最高水平。就在两周前，这一比例为6.9%。（海外网 李芳）"
"'美国家大教堂钟声鸣响300次 悼念30万新冠死者', '原标题：美国家大教堂钟声鸣响300次！悼念30万新冠死者中新网12月16日电 据外媒报道，当地时间15日，美国华盛顿国家大教堂的钟声鸣响了300次，以悼念超30万因新冠逝世的美国人。近期，美国死亡病例激增，最近7日平均死亡人数已从11月初的824人，增至如今的超过2400人，累计新冠死亡人数超30万。华盛顿国家大教堂院长兰迪·霍尔瑞斯 （Randy Hollerith）发表声明称，“这种大流行造成的死亡人数攀升，似乎成为令人不安的常态。”“我们不应该允许这种悲剧成为正常现象。”霍尔瑞斯还说，“我们可以做一些简单的事情，如戴上口罩、保持距离、调整假期计划……我们比以往任何时候都更加需要相互保护。”9月20日，当美国新冠死亡人数超过20万时，这座重达12吨的钟曾鸣响200次。"
"'苏莱曼尼女儿：拜登和特朗普是一伙 对伊政策不会变', '原标题：苏莱曼尼女儿：拜登和特朗普是同一伙人，美国对伊政策不会变（观察者网讯）今年年初，美国暗杀伊朗将领苏莱曼尼，轰动世界。12月15日，“今日俄罗斯”刊登了对苏莱曼尼女儿的专访。她认为，美国总统换届、拜登上台不会改变对伊朗的政策。苏莱曼尼女儿扎伊娜卜表示，下任美国总统拜登与特朗普“没有区别”，“是同一伙人”，因为两人“执行同样的政策”。“特朗普下令杀死我父亲，拜登也表达了支持。”拜登此前称愿意与伊朗重启核谈判，考虑让美国重新加入2015年签署的《伊核协议》。特朗普于2018年宣布退出了协议，并对伊朗施加制裁。但扎伊娜卜依然对拜登任奥巴马政府副总统的经历抱怀疑态度。她说，是奥巴马政府促成了极端组织“伊斯兰国”的产生、令整个中东地区陷入动荡。而几十年来，美国对伊朗政策“基本没有改变”，白宫的新面孔也不会改变这一点。“问题在于美国的政策是不会改变的。他们是同一伙人，有着相同的想法与手段。每一个（总统）都比之前的更糟。”今年年初，特朗普下令美国无人机在伊拉克暗杀了伊朗伊斯兰革命卫队将领、伊朗国内三号人物苏莱曼尼。伊朗最高领袖哈梅内伊为苏莱曼尼举行国葬。扎伊娜卜当时在父亲的追悼仪式上表示，美国企图借暗杀来分裂伊拉克和伊朗的邪恶计划已经失败，苏莱曼尼的牺牲将会让抵抗（美国）阵线更加觉醒。扎伊娜卜在采访中认为，父亲被暗杀是因为他破坏了美国在中东的计划，导致华盛顿的愤怒。美国视苏莱曼尼为“怪物”，但实际上他是一个“拯救者”。而暗杀行为适得其反，在伊朗与地区其他国家激发了更多对美国的愤怒与仇恨。“在杀害我父亲之后，美国以为一切都会结束。他们错的如此离谱。这只是开始。”扎伊娜卜还提到了伊朗核物理学家法赫里扎德11月底被暗杀事件。以色列与美国被怀疑参与其中。她说那些幕后黑手“丧失人性”，在法赫里扎德自己的祖国、妻子面前将他杀害。“他们怎么敢踏进我们的国家，如此轻易地在街头杀人？”"
"'日本母女家中饿死数月无人知 一人体重仅30公斤', '原标题：日本母女家中饿死数月无人知 一人体重仅30公斤来源：海外网事发公寓（朝日电视台）海外网12月16日电当地时间15日，日本大阪警方称，该市某公寓内发现一对母女的遗体，死因均为饿死。其中，60多岁母亲的体重只有约30公斤，家中冰箱中没有食物。据日本《产经新闻》15日报道，两名死者为一名42岁女性和其60多岁的母亲，尸检的结果显示，42岁女性的死因是营养不良导致的心力衰竭，其母亲的死因是饥饿导致的营养不良，两人均已死亡数月。公寓管理方发现其家中的邮件无人签收后通知了亲属，当地警方得到亲属同意后进入家中，发现两人倒在地上，冰箱内已经没有食物。（海外网 王西洛）"
"'京都动画纵火案嫌犯拘留期满 将以杀人等罪遭起诉', '原标题：京都动画纵火案嫌犯拘留期满，将以杀人等罪遭起诉中新网12月16日据日媒报道，日本动画制作公司“京都动画”纵火杀人案，造成36人遇难。对于因杀人等嫌疑而被逮捕的嫌犯青叶真司，检察官根据精神鉴定的结果等，判断可以追究其刑事责任，拟在拘留期满的当地时间16日，以纵火及杀人等罪名对其提起诉讼。资料图：位于日本京都伏见市的日本知名动画制作公司“京都动画”的工作室遭恶意纵火。图为着火建筑物的外墙。据报道，青叶在当地时间2019年7月18日上午，闯入“京都动画”第一工作室。他涉嫌泼洒汽油进行纵火，最终造成36人死亡，33人受伤，是“平成”时代以后最严重的惨祸。青叶本人也因严重烧伤在医院接受治疗，直到2020年5月，日本警方才以涉嫌杀人、纵火为由，将青叶正式逮捕。青叶此前曾承认放火烧毁了工作室，他说，“我想我可以用汽油杀死很多人。”然而，由于他的医疗记录中涉及精神类疾病，检察官和警方一直在调查他是否需要负责。2020年12月10日，日本警方表示，京都地方检察厅将以杀人罪等罪名，正式起诉青叶真司。据介绍，日本“京都动画”工作室于1981年成立，位于京都市伏见区，事发前有近160名员工，曾制作《凉宫春日的忧郁》、《轻音少女》等多部知名动画。（原题为《京都动画纵火案嫌犯拘留期满 将以杀人等罪遭起诉》）"
"'美疫情死亡人数超30万 医务人员开始接种新冠疫苗', '原标题：美疫情死亡人数超30万 医务人员开始接种新冠疫苗参考消息网12月16日报道 外媒称，14日，美国开始分发疫苗，为控制疫情展开意义深远的行动，因新冠肺炎而死亡的人数已超过30万。据美联社华盛顿12月14日报道，死亡人数堪比圣路易斯或匹兹堡的人口数量；5个半月以来相当于“卡特里娜”飓风规模的悲剧，每天都在重演；是越南战争中丧生的美国人数的5倍以上；100多天来相当于每天一次“9·11”袭击事件死亡人数。此次重要行动之前数天，政府最高传染病专家安东尼·福奇博士说：“数字惊人，是1918年致命的西班牙大流感之后102年以来，我们经历的影响最严重的呼吸道瘟疫。”专家说疫苗及其他措施可能要到春季开始后很久，才能控制住美国的病例和死亡人数。寒冷的天气迫使人们待在室内，而病毒在室内更易传播，很多美国人又不屑戴口罩或做其他预防措施，一些公共卫生当局预测明年1月底之前可能还有10万人死于新冠。另据美联社华盛顿12月14日报道，美国14日开始了史上规模最大的接种疫苗运动，医务人员卷起衣袖接种疫苗，以此保护他们免于感染新冠病毒。尽管全国死亡人数逼近30万，但仍然算是乐观的一天。报道称，随着倒计时计数“3、2、1”，俄亥俄州立大学韦克斯纳医学中心的工作人员为首批疫苗注射鼓掌。在新奥尔良，奥克斯纳医疗中心重症监护科药剂师史蒂文·李在接种疫苗的同时总结说：“我们终于能够预防疾病而不是治病了。”据报道，从罗得岛到得克萨斯，全国各地的医院都在卸取辉瑞制药有限公司与德国合作伙伴生物新技术公司生产的珍贵的冷冻疫苗小瓶，错时交付疫苗将持续全天，直至15日。对于首批接种疫苗的医务工作者以及疗养院住院医师来说，他们的希望因悲伤和数月筋疲力尽的战疫而有所克制。新冠肺炎感染病例仍在美国及世界各地急剧上升。西雅图某卫生服务系统的克里斯·戴尔博士说：“这是马拉松全程的24英里（约合38公里，马拉松全程约42公里——本网注）处，人们疲惫不堪。但是，我们也认识到终点就在眼前。”报道称，为了保持极低的冰冻温度，第一批近300万支疫苗装在干冰里运输，这只是所需数量的首批交付。每周都会有辉瑞制药有限公司和生物新技术公司生产的疫苗运抵。报道指出，虽然美国希望本月底疫苗数量充足，为2000万人接种，但是普通人要想接种还要等到明年春天。报道称，现在的困难是迅速将疫苗注射进数以百万计人的手臂，而不仅仅是医生和护士们接种，还有其他高风险人员，比如保安和食品加工人员，然后三周之后交付第二批疫苗。纽约市芒特西奈医疗系统药房主任休·马什尼说：“我们还处于暴增期，又是节假日，而我们的医务人员一直在以超常的节奏工作。”此外，当疫苗加速人体免疫系统时，可能引起暂时发烧、疲劳和疼痛，迫使医院错开时间为员工接种疫苗。报道最后称，谨慎的公众将密切关注，看看医务人员是否乐意接种。根据最近一项民调，只有一半美国人说他们愿意接种，而大约四分之一的美国人表示不愿接种，其余美国人则表示不确定。"
"'印度工厂用驴粪制造食用香料 官员称长期吃影响健康', '原标题：印度一工厂用驴粪制造食用香料 官员称长期吃影响健康海外网12月16日电 当地时间周一（14日）晚间，印度警方突击搜查了位于印度北方邦哈特拉斯的一家香料制造厂，该工厂正使用驴粪和酸液制造香料，冒充当地品牌的产品。工厂主阿努普·瓦什尼（Anoop Varshney）被逮捕，警方在现场查获大批假香料。当地官员普雷姆·普拉卡什·米纳（Prem Prakash Meena）向《印度时报》透露，现场查获了300多千克假香料，包装袋上都是一些本地品牌的名字。米纳补充说，在搜查过程中，警方还发现了一些准备用来制造假香料的原料，包括驴粪、干草（稻草）、不可食用色素以及桶装的酸液。一些回收来的正品香料被掺入假香料后重新包装，这其中包括香菜粉、红辣椒粉、姜黄粉和香料混合物（主要是盐和玛萨拉）。根据印度食品监管部门官员的说法，这些假香料可能会危害健康，尤其是在长期食用的情况下。当地官员米纳说，工厂主无法出示生产许可证，也未获得相关品牌的许可。目前，官方正在调查这些假香料是否已经流出到其他地方，大约有27个样品被送去实验室检测，根据印度《刑事诉讼法》第151条的规定，工厂主瓦什尼已经被司法部门拘留。（海外网 陈亚楠）"
"'白宫离职潮持续：特朗普亲密助手本月将辞职', '原标题：白宫离职潮持续：特朗普亲密助手本月将辞职海外网12月16日电 白宫官员当地时间15日证实，美国总统特朗普最亲密的助手之一、白宫秘书处秘书长德里克·里昂（Derek Lyons）本月晚些时候辞职。据《国会山报》报道，过去几年，里昂在白宫担任过多个职务，目前他以秘书长的身份处理向特朗普传达的信息内容。里昂在一份新闻稿中也对有机会在白宫工作表示感谢。美媒指出，12月以来已有多名高官离职。白宫通讯联络办公室主任艾丽莎·法拉赫（Alyssa Farah）于12月初辞职，称将离开白宫寻求新机会。司法部长威廉·巴尔将在下周离职。（海外网 张霓）"
"'英法要开打？英舰若拦截渔船 法渔民将封锁海峡报复', '据《每日邮报》、《卫报》等英国媒体12月15日报道称，英国国防大臣近日承认，如果“脱欧”谈判破裂，导致英国在2021年元旦“无协议脱欧”，届时将有四艘英军战舰进入待命状态，以确保随时能拦停和扣押那些驶入英国海域捕捞的欧盟渔船。此前，法国诺曼底渔民曾表示，若发生这种情况，他们将报复性的封锁多佛与加莱之间的航线。据报道，英国国防大臣本·华莱士在就“无协议脱欧”后军舰待命一事接受采访时表示，皇家海军将保护英国的渔民，因为“他们有（捕捞的）权利，也应该受到保护”。华莱士还提醒“我们的欧洲朋友们”，“无论在谈判中发生什么，都必须尊重彼此的主权水域，切实遵守法治，以和平方式行事”。他还警告说，英国已经为“2021年1月1日的任何挑战”做好了准备。据英国媒体报道，英国在退欧过渡期结束后对其水域的控制，是英国与欧盟之间仍然存在的主要矛盾之一。一份曝光的英国“官方敏感文件”称：“欧盟和英国渔民可能会因失去进入传统渔场的权利而发生冲突，而且非法捕捞活动可能大幅增加。”上周末，英国准备在英吉利海峡部署军舰保护渔民的消息传出后，引发了轩然大波。来自诺曼底的法国渔民甚至表示，如果法国渔民的传统渔场遭到剥夺，那他们将封锁多佛和加莱之间的轮渡航线，阻挡英国水产进入法国市场作为报复。英媒还表示，这样的情况让人想起了20世纪70年代初，英国与冰岛拖网渔船之间的“鳕鱼战争”： 双方渔船互相进行撞击和切割渔网等攻击性行为，甚至发生过几次枪击事件。英国媒体援引皇家海军消息人士言论称，尽管海军巡逻舰装备有机枪，但是他们只会和那些违规船只并排行驶，只有必要时才会登船检查，若不涉危及生命的情况，他们并不会开火。"
"'妹妹拒绝照顾宠物狗 印度男子朝其头部心脏各开一枪', '[环球网军事报道]据印度媒体“DNAIndia”网站12月15日报道称，来自印度米鲁特市巴万普尔地区（Bhawanpur）的25岁男子就照顾宠物狗问题与妹妹发生争执并将其枪杀。事件发后，该男子向当地警方自首并向亲友通报了有关情况。根据报道，这名男子在杀害自己妹妹后“毫无悔意”。报道称，印度警察局局长德哈特·凯沙夫·库马尔向媒体披露：“住在巴万普尔地区的名叫阿希什（Ashish）的25岁男子杀死了他23岁的妹妹帕鲁尔（Parul）……因为受害者拒绝照顾他的18到20只宠物狗，他们经常因此发生争执。”“每天，被告都会让他的妹妹为他的20只（左右的）宠物狗做薄饼（chappatis）。今天，在她拒绝（这一要求）时，被告开枪打死了她，”库马尔补充道。据报道，阿希什的一个邻居向媒体表示，这名男子在行凶期间总共向自己的妹妹开了两枪——一枪击中头部，另一枪打在心脏上。在这之后，阿希什向警方报案（自首），并与亲戚和朋友通电话，以告知他们自己杀害了妹妹。报道指出，在被印度警方逮捕后，阿希什对于自己谋杀妹妹的罪行“没有感到一丝一毫的后悔”。他还向警方承认，自己在犯案期间向妹妹开了两枪，而事实上，他们兄妹两人以前“每天都会发生争执”。"
"'纳卡地区开打了！俄国防部：维和部队已出手制止交火', '综合“德国之声”和俄罗斯卫星网等外媒12月14日报道，12月13日，亚美尼亚和阿塞拜疆互相指责对方破坏了纳戈尔诺-卡拉巴赫（纳卡）地区的停火协议。但根据俄罗斯卫星网12月13日报道，俄罗斯国防部发布消息称，目前纳卡地区接触线全线遵守停火协议，双方仅于12月11日加德鲁兹地段发生一起违反停火协议的情况。俄罗斯维和部队采取行动后，制止了双方进一步交火。据德国媒体报道，12月13日，亚美尼亚和阿塞拜疆互相指责对方破坏了纳卡地区的现有停火协议。阿塞拜疆方面曾表示，11月26日，一些纳卡地区武装人员伏击了阿方的部队，导致阿塞拜疆方面4人丧生。而亚美尼亚方面则称，就在上周五（12月11日）晚上，6名纳卡地区武装人员在与阿塞拜疆方面的武装冲突中受伤。德国媒体指出，这是纳卡地区冲突停火一个多月以来，首次报道的死亡事件。德国媒体称，阿塞拜疆在回应时表示，12月11日晚上的冲突发生在阿塞拜疆的控制区域，他们采取军事行动只是在遭到致命袭击时还击而已。亚美尼亚方则认为，其部队出动只是为了击退阿塞拜疆入侵纳卡地区武装实控区的企图，事发时，俄罗斯维和部队并不在冲突暴发的区域。据俄罗斯卫星网12月13日报道，俄罗斯国防部发布消息称，目前纳卡地区接触线全线遵守停火协议。仅12月11日加德鲁兹地段发生一起违反停火协议的情况。俄罗斯维和部队采取行动后，制止了双方进一步交火。俄罗斯驻纳卡地区维和部队司令穆拉多夫中将表示，12月11日发生违反停火协议情况的加德鲁兹地段两个村镇的局势已经正常化。据此前媒体报道，2020年9月27日，阿塞拜疆和亚美尼亚在纳卡地区爆发新一轮大规模冲突。11月9日，俄罗斯、阿塞拜疆和亚美尼亚三国领导人签署声明，宣布纳卡地区从莫斯科时间11月10日零时起完全停火。根据该声明，阿塞拜疆与亚美尼亚将交换战俘、其他被关押人员和遇难者遗体，俄罗斯将在纳卡地区部署维和人员。12月5日，俄罗斯工兵开始在纳卡斯捷潘纳克特机场附近的居民点进行区域性排雷工作。"
"'美多个政府机构系统""被黑"" 国家安全顾问紧急回国', '原标题：美国多个政府机构系统 “被黑” 白宫国家安全顾问紧急回国海外网12月16日电 据俄罗斯卫星通讯社16日报道，美国国家安全委员会发言人约翰·尤里奥特在一份声明中称，白宫国家安全顾问罗伯特·奥布莱恩中断其在欧洲的访问，紧急返回美国处理近期美国多个联邦机构系统遭黑客攻击的事件。据声明称，奥布莱恩会在当地时间15日晚和16日上午举行会议，本周晚些时候，还将举行一场高级别部门间会议。此前，奥布莱恩正在欧洲进行外交访问，刚刚结束在以色列和法国的行程，原计划将在本周晚些时候访问意大利、德国、瑞士和英国。据多家美媒13日报道，美国财政部、商务部等多个联邦机构的计算机系统遭黑客入侵，一些内部通信遭到窃取。一些美国官员表示，此次黑客攻击可能与俄罗斯有关。对此，俄罗斯驻美使馆人员回应称，该指责毫无依据，指出俄罗斯不会在网络领域开展攻击活动，并且一直在网络安全领域积极开展双边和多边合作。（海外网 汪晓宇）"
