郭雨林洁,毕业院校,南京中央军校
神尾光臣尾平三郎。尾精和石川伍一,出生日期,1855年月27日2月
许玉祥,出生日期,1918
许玉祥,母亲,叶彩焕
彭奇超,出生日期,1909
彭奇超,出生地,湖北
林石吉,民族,汉族7月
林石吉,出生地,广东平远
林石吉,国籍,中国共产党
塔头尾,出生日期,1898年
塔头尾,出生地,福建省
曹吉熙,出生日期,1910年
曹吉熙,出生地,今大英
来显淼,出生日期,1901黄安
徐柟婉,毕业院校,保定陆军军官学校
徐柟婉,出生日期,1946年益柟
赵惠文王。列传,朝代,秦军
赵奢传,父亲,赵奢
赵奢,作者,赵奢
翠鸟。型7。系统。,成立日期,1946年
黄友坤,出生地,湖南省宁乡县
黄友坤,出生日期,1979年2月
肖迭久,民族,汉族
肖迭久,出生日期,1902
肖迭久,出生地,江西
肖迭久,国籍,中国
肖迭久,国籍,中国共产党
后金,出生日期,1627山
李,编剧,平山
后金,国籍,朝鲜
李,朝代,明朝
李,朝代,明朝
南方八省长征,国籍,中国
南方八省长征,父亲,陈毅
赵汝汉,毕业院校,中央军校
乔尔格·汉斯·莱因哈特,出生日期,18873月日
乔尔格·汉斯·莱因哈特,出生日期,1963年11月
格奥尔格·冯·屈希勒尔希勒,出生日期,1881年月30日5月
格奥尔格·冯·屈希勒尔希勒,出生日期,1907
张予三。,民族,汉族
张予三。,出生地,江苏省
张予三。,国籍,中国共产党
傅先锋,出生地,河北省武邑
凌振炎,出生日期,1924
凌振炎,出生地,江西省龙南县
游昌灿,出生日期,1912
游昌灿,国籍,中国
吴竹平,出生地,江苏省江阴县
党卫军番号,成立日期,1939
许卓然,出生地,1905
陈达元在,国籍,中国国民党
陈达元技士。,国籍,中国国民党
日寇,国籍,中国国民党
日寇,导演,陈达
终年岁。,出生日期,1981年2月日
长滨之,出品公司,永禄
长滨之,朝代,日本战国时代
陈心篆,出生日期,1891
李秉衡,国籍,日本
林月,出生日期,1898
林月,出生地,福建省永定县高陂乡人
林月,出生日期,1936年
谢九皋,出生日期,1913
谢九皋,出生地,江西省宁都县朱
八步里,民族,藏族
八步里,出生地,阿公
八步里,字,广廷
八步里,号,云崖
八步里,出生地,满洲
李毓祯。育英熏陶。育英中学,出生日期,19148月-年第一师范
李毓祯。育英熏陶。育英中学,国籍,中国
晋察冀战士。,出生地,西
晋察冀战士。,出生日期,1918
潘显其,出生日期,？都县
终年五十六,字,啸青
终年五十六,出生地,河南省洛阳姚
印度炮兵学校,出生日期,1941
俞鹏飞队长。,导演,俞鹏飞
徐发贴,歌手,江
朱毛采,出生日期,1909
朱毛采,出生地,福建省县溪
朱毛采,国籍,英国
朱毛采,主演,杨采衡衡
林亚准,出生日期,1912
林亚准,出生地,福建省福鼎县沙埕乡黄岐村人
鲁仁华港人。,出生日期,1940年年
鲁仁华港人。,国籍,中国共产党
鲁仁华港人。,出生日期,1965年
陈作溪,出生日期,1901
陈作溪,出生地,福建省福鼎县贯岭乡军营村人
周礼,作者,青铜铸造
戴达罗号,上映时间,1967
黎意枪黎意设计最初意枪,导演,美国人
黎意枪黎意设计最初意枪,导演,詹姆斯·帕里·
黎意枪黎意设计最初意枪,简称,江南制造局
黎意枪黎意设计最初意枪,出生日期,1890
叶斯木汗孜拜,出生日期,1930年
叶斯木汗孜拜,出生地,新疆维吾尔自治区
陈绵培,出生日期,1904
陈绵培,民族,汉族南安县
李学编,出生日期,1890
李学编,出品公司,中共
朱明付,出生日期,1910
朱明付,出生地,福建省
金可新军73,出生日期,1929
金可新军73,出生地,福建省
金可新军73,成立日期,1929年
林肯,朝代,南北战争
张全木,出生日期,1910
张全木,出生地,福建省龙岩县
叉人。,出生日期,1902
叉人。,出生地,福建省建宁县客坊乡里源村
海军中校。。司令。,出生日期,188703-2507
海军中校。。司令。,国籍,日本
海军中校。。司令。,出生地,山形县米泽市
海军中校。。司令。,毕业院校,江田岛海军兵学校
海军中校。。司令。,毕业院校,海军
海军中校。。司令。,毕业院校,海军
机动编队司令。,出生日期,1925年
机动编队司令。,出生日期,1941年12
机动编队司令。,国籍,美国年年
张增坤,出生日期,1958.
张增坤,出生地,文登营乡张家洼
蔡乌,出生日期,1906
危正凡,出生地,湖南省年
马惇靖。中将衔。,出生日期,1906
马惇靖。中将衔。,民族,回族
马惇靖。中将衔。,字,立青
马惇靖。中将衔。,毕业院校,陆军大学
马惇靖。中将衔。,出生日期,1949年9月
马惇靖。中将衔。,出生地,宁夏省宁县
马惇靖。中将衔。,国籍,中国
崔文剑,民族,汉族
崔文剑,出生日期,1960年11月
崔文剑,出生地,甘肃宁县
吴文桥,出生日期,1919年年
加利福尼亚,出生日期,1948
加利福尼亚,出生日期,1948年5月31日
覃复,出生地,广西
宫崎繁三郎,出生日期,1892年1月4日8月
宫崎繁三郎,作者,帕
张阿大,出生日期,1876
张阿大,出生地,福建省霞浦县年
黄英夫天津,出生日期,1947年
黄英夫天津,毕业院校,石家庄解放
黄英夫天津,上映时间,1975
黄英夫天津,上映时间,2010年
郭东亚,出生日期,1937
郭东亚,出生地,河南
莫德宏,出生日期,1893
莫德宏,字,致宽军
莫德宏,作者,师
吴复馥桂,出生日期,1913
哥特近卫军时代,作词,哥特
覃炳璋,出生日期,1903
张映鑫人。,出生日期,1940
丁寿吉,出生日期,1881
丁寿吉,出生地,江西省贵溪县
夏仲石1890,字,仲实
夏仲石1890,出生地,四川省江津县
姚和生,出生日期,1927
惠恒智,出生日期,1920三庄镇惠
陈孙清,出生日期,190812月
陈孙清,出生地,福建省福清县阳下镇漈头村人年12月
陈孙清,出生地,平潭县
卢宝昌区,出生日期,1931
申茂生军,出生日期,1897
申茂生军,出生地,湖南祁东县归阳镇
申茂生军,出生日期,1897年9月日年
申茂生军,歌手,任1月
吴电真,出生日期,1958
吴电真,出生地,福建省剑斗乡剑斗村人2月
罗祥古老,出生地,福建省清流县田源乡人
从军,出生日期,1904
从军,出生地,陕西长安县
潘日亮,出生日期,1962.6
潘日亮,民族,汉族
潘日亮,出生地,浙江省庆元
潘日亮,作者,亮七次1
黄三姑,出生日期,1889年
黄三姑,出生地,福建省龙岩县
龙岩,出生日期,1886年新罗区大池镇
罗新祖,出生日期,1903
罗新祖,出生地,福建省明溪县战士
罗荣桓,作者,王洪
万加喜,出生日期,1914
万加喜,出生地,江西省横峰县
张格尔和卓阿帕克和卓,出生日期,1790
张格尔和卓阿帕克和卓,朝代,清朝
张格尔和卓阿帕克和卓,出生地,浩罕汗国
尤玉堂,出生地,福建省莆田县
张成贤,出生日期,1906年年
黄宗修,出生地,福建省福鼎县桐城乡岭头村人
黄宗修,出生地,桐城乡岭头村
巴拉嘎,出生地,新疆维吾尔自治区霍城县尔
魏燕柏之,朝代,北魏
拓跋珪,出生地,中山
林书蠢,出生日期,1907
林书蠢,民族,汉族
林书蠢,出生地,福建省松山乡
程宗仁 ,出生地,河南省
程宗仁 ,毕业院校,省立中学
程宗仁 ,出生地,沦陷
瑞典IKV,作曲,AGA
黄保德,出生地,19074日
黄保德,毕业院校,陆军大学
瞿彪1900-,字,子颖
瞿彪1900-,主演,瞿彪
吴声成,出生日期,1901
吴声成,出生地,福建省寿宁县托溪乡榅
张慕陶,出生日期,1902
张慕陶,毕业院校,黄埔军校五期
土家族,出生日期,1906-
吴祖周,出生日期,1919
吴祖周,出生地,福建省寿宁县大安乡伏际村人年10月
郭子仪后裔,出生日期,1883年
郭子仪后裔,字,茂宸
郭子仪后裔,民族,汉族
郭子仪后裔,朝代,唐朝
太平军,出生日期,1860
许永淮,祖籍,江都市
许永淮,毕业院校,中国人民解放军军事
陈烈高,出生日期,1899
陈烈高,出生地,福建省龙岩县
秦贤安,国籍,中国共产党
谢有法,出生日期,1917
谢有法,出生地,江西赣州兴国
谢有法,国籍,中国
斯捷潘·奥西波维·马卡罗夫,出生日期,1849年8日4月
斯捷潘·奥西波维·马卡罗夫,导演,马
何国钧,字,干秀林
伊尔,出生日期,1948年7
徐兆良,出生地,上海
黄祥丰,出生日期,1902
黄祥丰,出生地,福建省清流县田源乡人年黄陂
彭元来,出生日期,1908
宇文子士。公主,出生日期,516
宇文子士。公主,民族,鲜卑族
尉迟迥,朝代,北周施
杨坚,出生日期,553
杨坚,朝代,北周
林根辉,出生日期,1905
林根辉,出生地,福建省龙岩县
林根辉,出生地,西陂乡石桥村
。大业。,出生日期,1885鄂州市泽林大山村
潘忠根,出生日期,1930
潘忠根,祖籍,余杭
亨克尔He100战斗机,作者,恩斯特·亨克尔·
州县军户,歌手,司
百武三郎武,作者,ひ
百武三郎武,出生日期,1872年6月
百武三郎武,成立日期,1963
彭吓金,出生日期,1919年1
彭吓金,出生地,福建省霞浦县
索米,国籍,芬兰冲锋
陈昌信,出生日期,1907
陈昌信,出生地,福建省
袁育民,国籍,中国人民解放军工程兵1月
Ksp58通用机枪福肯-卡尔古斯塔夫公司机枪气动,国籍,瑞典语解
艾力地伯克汗巴依,出生地,新疆维吾尔自治区伊宁
苏必标,出生日期,1925
苏必标,出生地,福建省屏南县岭
段振兰,出生地,南庄村太原市
盛联钧,民族,汉族
盛联钧,出生地,湖北人
盛联钧,国籍,中国共产党
林江南,民族,汉族
林江南,出生日期,1949年3月龙门镇村人
林江南,国籍,中国人民
林江南,毕业院校,江西省教育学院
林江南,出生日期,1988
林江南,国籍,中国人民
陈金满,出生日期,1906
陈金满,国籍,中国
陈金满,民族,汉族年3月年
山里洋村,出生日期,1878年月
山里洋村,出生地,福建省
山里洋村,导演,黄柏
喷火,国籍,俄罗斯
九龙海关,成立日期,1887
夏屏西,出生日期,1919重庆
夏屏西,国籍,中国共产党
陈歪老,出生日期,1913年10月
彭德怀与抗日战争,出版社,中央文献出版社
彭德怀,出生日期,1898
陆上。光辉航空母舰,国籍,英国
朱慕萍水中学,出生日期,1912
朱慕萍水中学,国籍,中国共产党
哈迈德,出生日期,1950
哈迈德,出生地,卡塔尔
哈迈德·阿勒萨尼,歌手,阿年2月
哈迈德·阿勒萨尼,父亲,哈利法·本·
哈迈德,出生日期,1977年5月
王秀安人。,出生日期,1922
王秀安人。,国籍,中国人民
兰茂成,出生日期,1911年
兰茂成,出生地,福建省福鼎县白琳乡康山村
邱江富,出生日期,1915
邱江富,出生地,福建省龙岩县
史季成,出生地,福建省永泰县年4月
花踪世界华文文学奖,成立日期,2001年12月
一,朝代,西汉
项羽,出生日期,前周。周
刘贾国。,父亲,淮南王
林兆棠,出生日期,1909
林兆棠,出生地,福建省龙岩县美山村
曾昭墟,出生日期,1915
曾昭墟,出生地,江西省兴国县
曾昭墟,国籍,中国
曾昭墟,国籍,中国
洛阳战斗指的,国籍,中国
黄麟仔,出生日期,1909
黄麟仔,出生地,福建省龙岩县
严子夏,国籍,中国
莲峰镇人。,字,弼县城
加埃塔诺·吉亚尔蒂,出生日期,1864
加埃塔诺·吉亚尔蒂,出生日期,1889年
加埃塔诺·吉亚尔蒂,主演,奇
哥伦比亚帕海军上将级护卫舰舰哥伦比亚海军,导演,原
哥伦比亚帕海军上将级护卫舰舰哥伦比亚海军,成立日期,上世纪70年代
哥伦比亚帕海军上将级护卫舰舰哥伦比亚海军,出生日期,1982
雷云祺,出生日期,1909
雷云祺,号,益三武昌
调老兵记忆,出生日期,19275
调老兵记忆,出生地,山东省
调老兵记忆,出生日期,1956技工
谢德连,出生地,福建省沙县夏茂镇罗坑村人
帕,出生日期,1891.
陆军,国籍,中国五省
朱松寿 华。,出生日期,1900江阴
朱松寿 华。,出生地,长寿镇
黄少初,出生地,正
陈官梅,出生日期,1914
陈官梅,出生地,福建省宁德县
田常用,出生日期,1907
田常用,出生地,山东嘉
查尔斯·,国籍,英国
陈先椿,出生日期,1910
陈先椿,出生地,福建省莆田县灵川乡太湖村人
刘莱夫五。,出生日期,1914
刘莱夫五。,出生地,莱芜
刘莱夫五。,毕业院校,莱芜师范
刘莱夫五。,国籍,中国共产党
肜德忱,出生日期,1901
肜德忱,出生地,河南新野县
肜德忱,毕业院校,信阳师范学校
罗德金,出生地,四川年5月
屈全绳,出生日期,19443
屈全绳,出生地,陕西西安年
L级,国籍,英国
辛元玉,出生日期,1922
辛元玉,出生地,福建省莆田县华亭乡埔柳村人
吴全发,出生地,江西省余江县年
阿尔法队。阿尔法特种部队。,国籍,中坚力量
德米特里·伊凡诺维奇,出生日期,1350年月12日米特里·顿
德米特里·伊凡诺维奇,出生地,莫斯科
居清良,出生日期,1546
居清良,朝代,战国时期
游宗通坪。,出生日期,1904
游宗通坪。,出生地,福建省乡上黄柏村年2
李樾森,出生日期,1888
李樾森,号,树勋年
李樾森,出生日期,1925年
朱挺仕,出生日期,1917年8
朱挺仕,出生日期,1917年8月
朱挺仕,出生地,江西省于都县梓山镇大陂村
朱挺仕,国籍,中国
周应时,出生日期,1884
周应时,字,志奎
周应时,号,哲谋
周应时,国籍,中国陆军士官学校
李崇福,出生日期,1910年
李崇福,出生地,福建省安村年1月年
陈阿大,出生日期,1942年月生
陈阿大,出生地,陶南乡
陈阿大,出生日期,1976年
林阿乐,出生日期,1902
林阿乐,出生地,福建省溪乡霞洋村人年
应信,出生日期,1923.4
应信,出生地,福建省南平市阳乡人
雷志显,出生日期,1899
雷志显,民族,畲族
雷志显,出生地,福建省福鼎县前岐乡双华村人
中国人民政治协商会议呼和浩特市委员会,出生地,中国人民政治会议地方
中国人民政治协商会议呼和浩特市委员会,国籍,中国人民
宁海级轻巡洋舰舰战役,朝代,中华民国
陈开瑞,出生地,福建省龙岩
宋灭南汉之战,朝代,北宋
宋灭南汉之战,朝代,北宋
吴浩顺人。,出生日期,1914年
吴浩顺人。,出生地,福建省龙岩县
唐家道,出生日期,1977年
林旺枞,出生日期,1916
林旺枞,主演,浦
聂文波文龙歧,出生日期,1890
聂文波文龙歧,出生地,广东省高
周道铭,作者,兄弟人
周道铭,字,扬季
周道铭,出生日期,1904年
周道铭,出生地,江苏省睢宁县马浅村人
周道铭,国籍,中国共产党
周道铭,父亲,周
周道铭,字,衡
周道芬,父亲,周
毛明辉,出生地,福建省龙岩县
黄尚清,出生日期,1847
黄尚清,出生地,广西乐业县甘田
杜人,出生日期,1905年6月
河内级战列舰。舰,成立日期,1918年7月
赵元浩,出生日期,1916年6月2日
赵元浩,祖籍,广东台
赵元浩,毕业院校,中山大学
延边自治州,民族,朝鲜族
孔循人。衡。,出生日期,884
信号山公园,总部地点,青岛市莱阳路
彭罗民 孔腹膜,出生地,陕西户县
洪聪明,出生日期,1924
刘格非,出生日期,1903
刘格非,毕业院校,山东中央军校
龙启明,出生日期,1923
龙启明,国籍,中国
龙启明,出生日期,1923
龙启明,出生地,香港
龙启明,导演,龙朝
龙启明,丈夫,孙中山
杜润滋第六中学,出生日期,1903
杜润滋第六中学,出生地,陕西省米脂县
杜润滋第六中学,出生日期,1925
杜润滋第六中学,国籍,中国共产党
杜润滋第六中学,毕业院校,北平
杜润滋第六中学,出生日期,1932年月经
杜润滋第六中学,出生日期,1933年
赖洪祥,出生地,福建省永定县堂堡
约翰·夏仙义。,出生地,布达佩斯
约翰·夏仙义。,上映时间,1994
约翰·夏仙义。,国籍,美国
文昌县,出生地,海南岛
何敬之,出生日期,1904
何敬之,出生日期,1929年
何敬之,国籍,中国共产党
黄作珍长征。,出生日期,1914年月30日
黄作珍长征。,国籍,中国
黄作珍长征。,国籍,中国共产党
黄作珍长征。,国籍,中国人民陆军
江帷仁,出生日期,1885庐江48
苏青文,出生日期,1928
蹇丙,朝代,春秋
蹇丙,朝代,秦国
蹇丙,字,白乙
朱有能,出生日期,1910
宝鉴村,出生日期,1917
宝鉴村,出生地,福建省村人
张生,出生地,福建省福州市城门乡浚边年
陈洪其,出生日期,1928鲍
陈光钊,出生日期,1898
陈光钊,出生日期,1928年08月25
樊玉书,出生日期,1907吉林盘石年中央军校
樊玉书,作者,师
拉塞尔,导演,英格斯10月
罗宗盈,出生日期,1903
罗宗盈,出生地,安徽金寨
C灰狗舰上运输,出生日期,1964年11月
于,出生日期,1945
于,祖籍,河北省滦南7月
温怀佑,出生日期,1919
温怀佑,出生地,福建省福鼎县叠石乡人
老红军。团长。战役。,出生日期,1917
老红军。团长。战役。,出生日期,1917
周忠甲,出生地,湖北沔阳
美国海军史,出版社,湖南人民出版社
美国海军史,国籍,美国作家
美国海军史,作者,莫里斯
伊丽莎白,国籍,英国人
林垂日,出生日期,1910
林垂日,出生地,福建省福鼎县贯岭
林增春,出生地,福建省福州市盖吴
范火明,出生日期,1912
范火明,出生地,福建省邵武
梅武斌,出生地,江苏江宁
梅武斌,国籍,中国共产党
张丞帖,字,处重
史玉镜,出生日期,1923
史玉镜,出生地,河南省商丘县
师贵,国籍,中国共产党
民兵队长,出生日期,1901年4月12
民兵队长,出生地,福建省
民兵队长,作者,匪
湖北省,出生日期,1909
 荡平,出生日期,1908
 荡平,出生日期,1908
柏永良,出生日期,1923年4
柏永良,毕业院校,如皋
艾升彪,出生地,陕西县真武洞乡人年
艾升彪,出生日期,1959年6月那曲
澶渊盟符知,字,用之
澶渊盟符知,导演,赵州宁晋
澶渊盟符知,朝代,北宋
澶渊盟符知,丈夫,宋真宗
曹利用,歌手,曹
澶渊盟符知,歌手,曹
澶渊盟符知,歌手,曹
温水木,出生日期,1905
温水木,出生地,福建省龙岩县
陈本团,出生日期,1918
陈本团,出生地,福建省福鼎县店下乡溪岩村人
丁昌,出生日期,1906
丁昌,出生地,湖南长沙
丁昌,出生地,德国
刘志舒,出生地,江苏如皋
刘志舒,国籍,中国共产党
彭松波。乡,出生日期,1911年
彭松波。乡,出生地,福建省年
阮昌仔,出生日期,1913
阮昌仔,出生地,咸村乡梧桐村人6月
龙岩红军,出生日期,1911
龙岩红军,出生地,福建省龙岩县
艾尼甫乌斯满,出生地,新疆维吾尔自治区察布查尔
艾尼甫乌斯满,出生日期,1927
韩锡敦,出生日期,1936
程子显,出生日期,1907
翁序检,出生日期,1896
郭永换,出生日期,1925
郭永换,出生地,湖北省南漳县
黄剑夫,出生日期,1907
黄剑夫,出生地,四川江津
黄剑夫,毕业院校,黄埔军校
顾,民族,汉族
固辉,出生地,辽宁盖州年
固辉,国籍,中国共产党
固辉,国籍,中国人民解放军军事指挥员10
邹银荣,出生日期,1896
邹银荣,出生地,福建省清流县长
吴谨忠,出生日期,（
吴谨忠,出生日期,1920
吴谨忠,出生地,福建省平潭县
阎德良,出生日期,1979年3月
袁九鹏。,出生日期,1902
袁九鹏。,民族,汉族
袁九鹏。,出生地,江西省赣
樊根,出生日期,1921天机
樊根,出生日期,1948年
曹健民,出生日期,1903
曹健民,出生地,福建省龙岩县
刘震英,出生日期,1910
刘震英,出生地,广西恩隆县
叉人。,出生日期,1909
叉人。,出生地,福建省建宁县客坊乡里源村
蛇。,成立日期,1953
蛇。,民族,汉族人
盛德清,出生日期,1915-年
邹桂玉,出生日期,1908年
邹桂玉,出生地,福建省清流县黄
延安。,出生日期,19149月年
张君兴,出生日期,1930
张君兴,出生地,福建省平潭
高占杰,出生日期,1921
高占杰,出生地,河北省束鹿县3
高占杰,国籍,中国共产党
任,出生日期,1916年年
任,国籍,中国共产党年年
程,出生日期,1918
程,出生地,河南省新县
程,国籍,中国共产党
道光,朝代,清朝
道光,出生日期,1850年
冯仁秀,出生日期,1904
冯仁秀,出生地,江西省贵溪县
兰,出生地,山东蓬莱乡李家村人年
长虹-,出生日期,1972年11月
韩振纪,出生日期,1905
韩振纪,出生地,河北省高邑县
韩振纪,国籍,中国
饶绘峰,出生日期,1901
饶绘峰,出生地,忠县花桥忠县
饶绘峰,主演,黄
瓦斯奎兹,导演,保罗·杰克逊
天光勇敢。,字,天光
天光勇敢。,出生地,北秀容川市
艾伯特·布兰迪,出生日期,191416月日
艾伯特·布兰迪,国籍,德国
松恩-菲尤讷菲尤拉讷郡。松恩-菲尤讷,成立日期,1994年8月日
刘朝祜,出生日期,1846
刘朝祜,号,辅臣
。子母弹,作者,子炸弹
赖永仁,出生日期,1959
赖永仁,出生地,福建省永定县坎市镇
赖永仁,毕业院校,中国
孟明都。,字,孟明
孟明都。,国籍,晋国
王拓跋珪,朝代,北魏
王拓跋珪,国籍,北魏
沈秋香,出生日期,1927
卡罗斯·海斯卡克,出生日期,1942年5月20日
卡罗斯·海斯卡克,国籍,美国
徐思志,出生日期,1925
徐思志,出生地,山东省海阳市
陈,字,龚
陈,出生地,义阳郡平
刘禅,父亲,诸葛钟会
邓生仂,出生日期,1914
邓生仂,出生地,福建省建宁县黄
鸣礼炮舰船进入外国舰船相遇时,国籍,英国
金铁山。,出生日期,1905
金铁山。,民族,朝鲜族
武昌起义,出生日期,1884墨江
武昌起义,毕业院校,日本陆军士官学校
庾恩旸,成立日期,1911
庾,成立日期,1918年年月
黄思珍,出生日期,1914
黄思珍,出生地,江西省宁都县竹
关于,成立日期,2004
席卜臣也。,出生地,满洲镶白旗
席卜臣也。,国籍,朝鲜
全能格斗士,出生地,日本
黄亚狮,出生日期,1935
黄亚狮,出生地,福建省龙海县
周慕。,出生日期,1917
周慕。,出生地,戴祥
宿南战役作战。,成立日期,1945年
佐佐木纪念,出生日期,1943年17日
佐佐木纪念,国籍,日本
佐佐木纪念,编剧,广岛和平
关盛志。。,出生日期,1916
关盛志。。,出生地,安徽六安
关盛志。。,国籍,中国
钟大湖,出生日期,1917
钟大湖,民族,畲族福鼎市店下镇年年
钟大湖,国籍,中国共产党
林朝栋。,出生日期,1851
淮北号护卫舰舰舵。,上映时间,1994
刘培善,出生日期,1912
刘培善,国籍,中国
章学贵,出生日期,1914
章学贵,出生地,福建省福鼎县店下乡后坪村人
程荣,上映时间,1986
战役,国籍,中国
科索沃一触即发,出生日期,1951年6月19日
科索沃一触即发,民族,汉族
科索沃一触即发,出生地,黑龙江省佳木斯市
邵云环,国籍,中国共产党
15战斗机,所属专辑,麦道F-
赖龟,出生日期,1917
一品农家女,作者,凤栖梧桐
一品农家女,歌手,傅
李宣化,出生日期,1922
李宣化,国籍,中国共产党
李宣化,毕业院校,解放军
李宣化,主演,李
陈发初,出生日期,1881
陈发初,出生地,广西灵山县武利练
彭细槌,出生日期,1918年
朱亚克,出生日期,1912
朱亚克,出生地,福建省福鼎县店下乡溪岩村人
朱荣仁,出生日期,192812月
罗孟瑚,出生日期,1911年
罗孟瑚,出生地,江西省
杨富云,出生地,四川旺苍县家川乡西河村人年
杨富云,国籍,中国共产党
董启成,出生日期,1949年
海地,出生日期,1794
海地,成立日期,1801年
海地,上映时间,1802
海地,出生日期,1803年
海军,出生日期,1934
海军,出生地,印度尼西亚苏门答腊梅州市梅县区白
罗马尼亚奥里塔,导演,利奥波德·
罗马尼亚奥里塔,出生日期,1941
卢南樵,出生日期,1915
卢南樵,出生地,湖北省孝感县
卢南樵,国籍,中国
谭天哲纵队。中华,出生日期,1912
谭天哲纵队。中华,出生地,湖南省茶陵县
谭天哲纵队。中华,国籍,中国
谭天哲纵队。中华,国籍,中国共产党
谭天哲纵队。中华,国籍,中国人民
谭天哲纵队。中华,歌手,谭
罗加梓,出生日期,1901年2月
于庆玉,出生日期,1965
于庆玉,出生地,山东省
于庆玉,国籍,中国共产党
梁达三。,出生日期,19125月
梁达三。,国籍,中国
梁达三。,国籍,中国共产党5月
李亦林,出生日期,1902
苏格拉底,国籍,希腊
廖仁美革命烈士,出生日期,1901
廖仁美革命烈士,出生地,福建省龙岩县
廖仁美革命烈士,国籍,中国
任庆云县,出生日期,1915
任庆云县,毕业院校,简
任庆云县,国籍,中国共产党
幼儿教师适宜行为研究,出版社,教育科学出版社
幼儿教师适宜行为研究,作者,"朱小娟。
"
申恬道,字,公休
申恬道,出生地,魏郡魏县
申恬道,父亲,刘裕
赵方新,出生地,山东省泰安县良庄公社西良庄大队
李孟斌,毕业院校,福州马尾船政学堂
石荣昌,出生日期,1911
石荣昌,出生地,福建省上杭县官庄乡人
石荣昌,国籍,中国共产党
伊万·伊万诺维奇·博尔佐夫,毕业院校,苏联军事
大刀兵,朝代,唐朝
大刀兵,朝代,明朝
柯德明,出生日期,1932年5月
柯德明,出生地,湖北大悟
柯德明,毕业院校,南京军事学院
杨量衡,出生地,富石乡李家村
李承嗣承,编剧,司徒
李承嗣承,父亲,李
李桐铭 ,出生日期,19131943
李桐铭 ,出生地,河北沧州年
林远兰,出生地,福建省龙岩县
帕维勒波布拉尼古,出生日期,1927
帕维勒波布拉尼古,出生地,新疆维吾尔自治区塔城
林清奇,出生日期,1919
林清奇,出生地,福建省大田
彭湃,出生日期,1897
彭湃,出生地,广东省海丰县
彭湃,妻子,彭湃
刘晋卿,出生日期,1895
刘晋卿,出生地,济南市刘家口村人
汤毅生抗战。,出生日期,1905
汤毅生抗战。,出生地,广东省五华县
汤毅生抗战。,毕业院校,黄埔军校
练世桢,出生日期,1910
练世桢,出生地,福建省武平县象洞乡人
何其宗。,出生日期,1943年
何其宗。,出生地,四川营山
何其宗。,国籍,中国共产党
何其宗。,毕业院校,解放军军事学院
陈明香,出生地,湖北省
秦正康,出生日期,1924缪
范登堡空军基地卫星。,总部地点,美国加利福尼亚州.72平方公里
罗家模,出生地,中国国民党
亚核武器,国籍,美国
韩荣福,出生日期,1902
韩荣福,民族,回族
西米耶维奇·科夫,出生日期,1887捷
西米耶维奇·科夫,出生日期,1942.
龙战三千里,作者,高拙音
刘英秘密枪杀。,出生日期,1903
刘英秘密枪杀。,出生地,江西瑞金年
刘英秘密枪杀。,国籍,中国共产党年年年月
魏祖权,出生日期,1925
魏祖权,出生地,福建省沙县高桥乡延溪村人12月年年3月
唐金义,作者,在茄子
水川伊夫,出生日期,1905
水川伊夫,出生地,日本县
李广利,朝代,西汉
林亚燕,出生日期,1914
林亚燕,出生地,福建省福鼎县店下乡马山村
马丁,国籍,美国
马丁,编剧,马丁
朱智发,出生日期,1898
朱智发,出生地,福建省寿宁县犀溪乡仙峰村人
张铚秀,出生日期,1915年7月
张铚秀,出生地,江西省永新县
张铚秀,国籍,中国
张铚秀,国籍,中国共产党
；,身高,1973大学
；,身高,1979
汤新有,出生日期,1927
汤新有,出生地,桐庐县保安乡
张清芬,出生日期,1905
张清芬,出生地,山东省泰安县良庄公社西良庄大队
肖寿荣,出生地,四川双龙
勇敢级航空母舰（。勇敢航空母舰。勇敢航空母舰首舰,成立日期,1916114
勇敢级航空母舰（。勇敢航空母舰。勇敢航空母舰首舰,出生日期,1928年
陂头村上头人,出生日期,1905
吴元敏,出生地,湖北
吴元敏,民族,满族
孙得发,出生地,福建
柳漱风,出生日期,1895
柳漱风,毕业院校,湖南专科学校
甘有库,出生日期,1912霞浦县
周璧阶,民族,汉族
周璧阶,出生日期,1913年07月16日
哈萨克斯坦哈萨克斯坦和技术保障,出生日期,1991
许纯号,出生日期,1907
陈其须,出生日期,1911年12
陈其须,作曲,陈
程纯东。,出生日期,1976
林光本,出生日期,1916仙游县年11月
余佩计（,出生日期,1900
余佩计（,出生地,江西省弋阳县
余佩计（,成立日期,1929年
袁济安,民族,汉族
袁济安,国籍,中国沔阳
波重一,出生日期,1885年10月22日2月
肖学汤,出生日期,1911
肖学汤,出生地,福建省顺昌县元坑乡福峰村人
马法五,出生日期,1894
马法五,字,赓虞
马法五,出生地,河北高阳
马法五,国籍,中国陆军军官学校年11月
马法五,出生日期,1948年1月
缪阿正,出生日期,1916
缪阿正,出生地,福建省寿宁县犀年
人人,出生日期,1902
人人,出生地,福建省福鼎县前岐乡
黄山市。战士。,出生日期,1924
黄山市。战士。,出生地,贤村汤家村人
周长耀,出生日期,1904
周长耀,毕业院校,南京军校
蔡戡军。,出生日期,1141
蔡戡军。,出生地,南宋官吏
蔡戡军。,字,定夫
蔡戡军。,祖籍,福建仙游
蔡戡军。,父亲,蔡
蔡戡军。,主演,检正
纪遵秤,号,心
黎明,出生日期,1899
黎明,主演,赵干
黎明,主演,邵
